F1,F2,Label
16822_5,16505_18,0
16425_27,16796_13,0
16192_3,16962_15,0
16505_19,16822_4,0
16822_4,16803_3,0
16803_3,16098_29,0
16098_29,16958_6,0
16958_6,16295_0,0
16295_0,16090_5,0
16090_5,16041_11,0
16041_11,16688_6,0
16688_6,16535_29,0
16800_14,16415_17,0
16535_28,16090_4,0
16041_10,16688_7,0
16688_7,16415_16,0
16381_0,16397_10,0
16772_30,16176_15,0
16583_7,16856_2,0
16856_2,16687_21,0
16285_10,16921_16,0
16684_5,16764_37,0
16285_11,16921_17,0
16687_20,16583_6,0
16583_6,16856_3,0
16856_3,16840_4,0
16025_18,16105_26,0
16105_26,16679_13,0
16679_13,16329_13,0
16025_19,16840_5,0
16286_22,16684_13,0
16974_13,16826_22,0
16380_8,16843_16,0
16843_16,16481_0,0
16815_21,16843_17,0
16380_9,16815_20,0
16815_20,16481_1,0
16964_2,16679_27,0
16679_27,16105_12,0
16105_12,16797_3,0
16797_3,16840_11,0
16945_4,16329_26,0
16329_26,16840_10,0
16679_26,16105_13,0
16105_13,16797_2,0
16797_2,16366_33,0
16510_19,16136_10,0
16829_0,16972_5,0
16136_11,16510_18,0
16808_7,16953_2,0
16969_8,16097_39,0
16870_3,16815_15,0
16815_15,16097_38,0
16097_38,16969_9,0
16683_3,16815_14,0
16815_14,16870_2,0
16684_26,16067_12,0
16433_14,16695_4,0
16695_4,16974_26,0
16286_16,16922_10,0
16695_5,16097_3,0
16590_32,16425_12,0
16729_19,16390_0,0
16590_33,16425_13,0
16425_13,16097_2,0
16390_1,16729_18,0
16729_18,16910_5,0
16512_16,16699_6,0
16699_6,16855_24,0
16931_3,16829_33,0
16829_33,16803_12,0
16803_12,16910_4,0
16812_2,16284_1,0
16284_1,16833_5,0
16833_5,16968_0,0
16968_0,16402_19,0
16402_19,16183_2,0
16176_21,16833_4,0
16833_4,16968_1,0
16968_1,16812_3,0
16812_3,16284_0,0
16284_0,16176_20,0
16183_3,16402_18,0
16402_18,16856_17,0
16686_28,16856_16,0
16415_22,16804_5,0
16010_6,16753_0,0
16850_39,16217_28,0
16981_6,16997_16,0
16031_0,16850_38,0
16850_38,16753_1,0
16753_1,16049_13,0
16049_13,16010_7,0
16808_16,16730_8,0
16997_17,16052_9,0
16217_29,16582_14,0
16582_14,16454_2,0
16454_2,16707_8,0
16707_8,16442_5,0
16442_5,16797_53,0
16797_53,16301_3,0
16463_3,16797_52,0
16797_52,16301_2,0
16442_4,16764_0,0
16647_1,16877_32,0
16125_0,16666_6,0
16666_6,16448_10,0
16448_10,16890_23,0
16890_23,16379_7,0
16379_7,16787_33,0
16448_11,16890_22,0
16890_22,16647_0,0
16133_6,16068_3,0
16556_4,16171_8,0
16068_2,16112_0,0
16651_6,16049_5,0
16556_5,16899_5,0
16899_5,16447_35,0
16447_35,16354_3,0
16354_3,16752_8,0
16367_46,16375_4,0
16053_0,16129_2,0
16129_2,16731_1,0
16731_1,16995_19,0
16995_19,16375_5,0
16354_2,16899_4,0
16053_1,16347_17,0
16518_8,16706_0,0
16706_0,16342_5,0
16045_7,16374_15,0
16401_2,16982_22,0
16359_9,16746_14,0
16332_42,16503_4,0
16503_4,16646_9,0
16646_9,16458_1,0
16458_1,16929_15,0
16929_15,16522_3,0
16522_3,16479_6,0
16479_6,16389_14,0
16389_14,16332_43,0
16359_8,16604_6,0
16604_6,16929_14,0
16929_14,16522_2,0
16479_7,16503_5,0
16458_0,16515_2,0
16151_7,16612_1,0
16612_1,16170_0,0
16612_0,16151_6,0
16151_6,16684_18,0
16684_18,16689_4,0
16921_0,16974_18,0
16684_19,16286_28,0
16900_6,16598_1,0
16380_2,16937_6,0
16395_15,16797_24,0
16797_24,16424_10,0
16424_10,16598_0,0
16598_0,16916_0,0
16916_0,16380_3,0
16380_3,16867_25,0
16591_31,16797_25,0
16797_25,16424_11,0
16424_11,16395_14,0
16814_7,16953_12,0
16953_12,16856_9,0
16856_9,16787_44,0
16294_3,16329_19,0
16329_19,16960_10,0
16960_10,16193_1,0
16193_1,16427_22,0
16329_18,16073_24,0
16073_24,16679_18,0
16679_18,16802_1,0
16496_4,16943_1,0
16943_1,16872_11,0
16872_11,16962_6,0
16962_6,16535_23,0
16535_23,16686_17,0
16367_31,16791_7,0
16211_38,16962_7,0
16962_7,16535_22,0
16535_22,16686_16,0
16496_5,16943_0,0
16943_0,16872_10,0
16367_30,16791_6,0
16791_6,16678_25,0
16678_25,16787_1,0
16787_1,16402_27,0
16402_27,16955_7,0
16550_16,16974_0,0
16827_15,16432_16,0
16432_16,16685_6,0
16923_13,16648_14,0
16685_24,16332_35,0
16834_8,16432_17,0
16432_17,16827_14,0
16827_14,16685_7,0
16685_25,16582_4,0
16648_15,16134_20,0
16332_34,16594_3,0
16594_3,16841_6,0
16609_19,16860_1,0
16055_12,16098_22,0
16098_22,16693_0,0
16693_0,16505_12,0
16910_11,16814_16,0
16814_16,16796_19,0
16860_0,16594_2,0
16609_18,16841_7,0
16841_7,16910_10,0
16098_23,16803_9,0
16055_13,16352_7,0
16352_7,16411_1,0
16411_1,16209_2,0
16209_2,16373_0,0
16716_2,16472_8,0
16472_8,16298_18,0
16298_18,16074_3,0
16411_0,16352_6,0
16818_49,16716_3,0
16716_3,16055_5,0
16700_4,16921_55,0
16921_55,16038_10,0
16038_10,16789_15,0
16789_15,16043_2,0
16043_2,16139_0,0
16062_5,16407_7,0
16407_7,16889_7,0
16889_7,16638_8,0
16310_23,16712_12,0
16712_12,16139_1,0
16062_4,16721_2,0
16043_3,16700_5,0
16700_5,16038_11,0
16038_11,16921_54,0
16426_1,16310_22,0
16310_22,16407_6,0
16407_6,16889_6,0
16889_6,16759_6,0
16759_6,16204_8,0
16204_8,16524_37,0
16623_4,16884_14,0
16524_7,16524_36,0
16524_36,16623_5,0
16623_5,16884_15,0
16884_15,16204_9,0
16204_9,16759_7,0
16313_10,16250_0,0
16250_0,16517_35,0
16517_35,16448_3,0
16806_30,16157_3,0
16808_29,16176_4,0
16313_11,16448_2,0
16388_16,16176_5,0
16806_31,16157_2,0
16157_2,16016_2,0
16016_2,16410_9,0
16410_9,16774_3,0
16330_6,16810_37,0
16016_3,16410_8,0
16410_8,16528_4,0
16528_4,16330_7,0
16330_7,16479_22,0
16307_7,16444_1,0
16444_1,16360_23,0
16360_23,16809_15,0
16138_8,16465_6,0
16743_2,16021_3,0
16762_5,16639_0,0
16809_14,16360_22,0
16444_0,16307_6,0
16762_4,16518_11,0
16518_11,16021_2,0
16078_21,16205_0,0
16205_0,16299_24,0
16299_24,16528_21,0
16528_21,16567_1,0
16202_23,16660_2,0
16660_2,16123_4,0
16123_4,16078_1,0
16528_20,16299_25,0
16567_0,16078_20,0
16205_1,16123_5,0
16078_0,16202_22,0
16202_22,16533_9,0
16533_9,16335_27,0
16335_27,16885_5,0
16885_5,16348_3,0
16348_3,16550_0,0
16550_0,16958_17,0
16335_26,16533_8,0
16348_2,16885_4,0
16885_4,16550_1,0
16550_1,16805_30,0
16805_30,16167_3,0
16764_46,16523_6,0
16459_4,16502_1,0
16502_1,16605_3,0
16203_8,16624_4,0
16805_31,16167_2,0
16167_2,16459_5,0
16459_5,16502_0,0
16502_0,16241_6,0
16241_6,16764_47,0
16409_10,16535_0,0
16049_9,16257_1,0
16257_1,16171_5,0
16090_26,16492_17,0
16492_17,16150_2,0
16150_2,16556_9,0
16556_9,16596_10,0
16596_10,16049_8,0
16049_8,16257_0,0
16257_0,16409_11,0
16409_11,16276_7,0
16276_7,16535_1,0
16535_1,16150_3,0
16150_3,16492_16,0
16090_27,16556_8,0
16556_8,16171_4,0
16171_4,16769_7,0
16355_6,16608_8,0
16608_8,16898_0,0
16898_0,16365_44,0
16365_44,16073_2,0
16073_2,16388_24,0
16388_24,16730_4,0
16730_4,16475_9,0
16475_9,16052_5,0
16608_9,16365_45,0
16365_45,16898_1,0
16388_25,16730_5,0
16730_5,16073_3,0
16073_3,16475_8,0
16475_8,16726_2,0
16726_2,16884_27,0
16884_27,16707_5,0
16197_13,16362_7,0
16707_4,16726_3,0
16884_26,16343_1,0
16362_6,16197_12,0
16197_12,16809_26,0
16359_4,16894_2,0
16894_2,16666_27,0
16929_18,16875_30,0
16875_30,16503_9,0
16503_9,16048_23,0
16630_11,16541_6,0
16541_6,16894_3,0
16503_8,16048_22,0
16929_19,16666_26,0
16875_31,16132_3,0
16132_3,16201_23,0
16201_23,16671_5,0
16671_5,16048_1,0
16048_1,16235_0,0
16235_0,16576_6,0
16214_7,16048_0,0
16048_0,16201_22,0
16201_22,16671_4,0
16671_4,16132_2,0
16132_2,16214_6,0
16214_6,16576_7,0
16531_31,16375_9,0
16335_14,16773_2,0
16773_2,16030_4,0
16609_0,16899_8,0
16899_8,16417_8,0
16417_8,16665_14,0
16337_7,16995_14,0
16455_6,16316_0,0
16609_1,16417_9,0
16531_30,16375_8,0
16375_8,16030_5,0
16335_15,16773_3,0
16773_3,16455_7,0
16995_15,16528_12,0
16528_12,16299_17,0
16299_17,16539_2,0
16300_6,16772_40,0
16772_40,16518_5,0
16518_5,16026_2,0
16026_2,16765_4,0
16765_4,16202_10,0
16202_10,16342_8,0
16342_8,16744_3,0
16300_7,16772_41,0
16772_41,16518_4,0
16518_4,16462_6,0
16462_6,16299_16,0
16299_16,16528_13,0
16528_13,16321_0,0
16321_0,16539_3,0
16342_9,16744_2,0
16744_2,16765_5,0
16969_5,16832_0,0
16813_7,16867_17,0
16813_6,16867_16,0
16867_16,16969_4,0
16969_4,16097_35,0
16097_35,16832_1,0
16832_1,16576_13,0
16576_13,16174_22,0
16769_25,16433_19,0
16769_24,16433_18,0
16433_18,16802_23,0
16695_8,16950_12,0
16209_14,16818_32,0
16818_32,16427_10,0
16427_10,16025_21,0
16025_21,16073_16,0
16883_35,16589_6,0
16025_20,16427_11,0
16592_31,16209_15,0
16883_34,16073_17,0
16073_17,16509_36,0
16926_0,16801_11,0
16285_29,16510_14,0
16510_14,16698_3,0
16698_3,16080_0,0
16977_19,16930_6,0
16930_6,16801_10,0
16801_10,16698_2,0
16285_28,16510_15,0
16510_15,16687_19,0
16652_37,16682_7,0
16506_13,16682_6,0
16152_15,16867_0,0
16686_24,16535_10,0
16431_16,16380_13,0
16380_13,16804_9,0
16804_9,16694_1,0
16867_1,16686_25,0
16431_17,16965_7,0
16927_9,16910_22,0
16289_7,16357_32,0
16357_32,16965_6,0
16729_15,16842_12,0
16505_20,16910_23,0
16910_23,16238_19,0
16827_26,16952_6,0
16952_6,16685_17,0
16685_17,16134_12,0
16923_21,16360_58,0
16360_58,16685_16,0
16225_2,16884_19,0
16884_19,16706_16,0
16969_17,16200_21,0
16640_0,16547_2,0
16225_3,16884_18,0
16706_17,16623_8,0
16233_4,16368_1,0
16368_1,16176_9,0
16176_9,16884_0,0
16884_0,16115_1,0
16134_6,16677_0,0
16361_13,16233_5,0
16233_5,16570_3,0
16368_0,16176_8,0
16407_37,16331_3,0
16331_3,16529_10,0
16298_15,16472_5,0
16307_14,16492_29,0
16492_29,16818_45,0
16818_45,16508_7,0
16407_36,16307_15,0
16307_15,16492_28,0
16090_19,16310_5,0
16818_44,16508_6,0
16508_6,16472_4,0
16529_11,16331_2,0
16327_5,16230_10,0
16230_10,16062_8,0
16062_8,16183_24,0
16183_24,16445_4,0
16921_58,16990_1,0
16990_1,16530_33,0
16530_33,16638_5,0
16638_5,16763_0,0
16327_4,16230_11,0
16230_11,16062_9,0
16530_32,16020_7,0
16020_7,16763_1,0
16672_10,16299_29,0
16299_29,16779_4,0
16779_4,16322_10,0
16322_10,16603_6,0
16493_15,16758_3,0
16758_3,16123_9,0
16758_2,16299_28,0
16299_28,16672_11,0
16672_11,16779_5,0
16123_8,16172_32,0
16270_2,16533_4,0
16533_4,16449_6,0
16449_6,16243_23,0
16804_32,16885_8,0
16885_8,16347_25,0
16533_5,16270_3,0
16270_3,16347_24,0
16347_24,16804_33,0
16701_1,16762_8,0
16364_3,16427_5,0
16666_18,16427_4,0
16364_2,16234_31,0
16234_31,16381_11,0
16381_11,16764_31,0
16764_31,16684_3,0
16684_3,16877_2,0
16877_2,16687_26,0
16687_26,16285_17,0
16285_17,16921_11,0
16856_5,16583_0,0
16764_30,16234_30,0
16234_30,16381_10,0
16381_10,16856_4,0
16856_4,16583_1,0
16583_1,16877_3,0
16877_3,16285_16,0
16285_16,16921_10,0
16921_10,16136_22,0
16136_22,16687_27,0
16073_28,16329_14,0
16105_21,16679_14,0
16105_20,16679_15,0
16073_29,16329_15,0
16963_3,16870_13,0
16922_22,16286_24,0
16286_24,16689_9,0
16433_27,16790_2,0
16850_43,16922_23,0
16684_14,16689_8,0
16689_8,16819_0,0
16826_25,16790_3,0
16974_14,16365_32,0
16911_20,16867_29,0
16867_29,16843_11,0
16843_11,16797_29,0
16395_18,16299_4,0
16299_4,16954_2,0
16481_7,16843_10,0
16843_10,16867_28,0
16867_28,16911_21,0
16911_21,16299_5,0
16299_5,16481_6,0
16481_6,16395_19,0
16951_11,16834_4,0
16875_47,16815_3,0
16855_17,16244_31,0
16951_10,16834_5,0
16244_30,16192_30,0
16192_30,16359_14,0
16962_13,16822_2,0
16822_2,16295_6,0
16295_6,16958_0,0
16962_12,16192_31,0
16796_14,16958_1,0
16415_10,16397_1,0
16688_0,16496_8,0
16090_3,16397_0,0
16772_37,16397_17,0
16397_17,16833_11,0
16397_16,16833_10,0
16590_35,16609_20,0
16906_4,16609_21,0
16609_21,16097_5,0
16097_5,16796_20,0
16590_34,16390_6,0
16390_6,16842_18,0
16829_35,16931_5,0
16931_5,16238_13,0
16238_13,16910_2,0
16910_2,16803_14,0
16803_14,16855_23,0
16855_23,16042_11,0
16512_11,16134_18,0
16360_52,16134_19,0
16134_19,16512_10,0
16512_10,16855_22,0
16855_22,16042_10,0
16470_11,16833_2,0
16833_2,16284_6,0
16284_6,16120_11,0
16183_5,16812_4,0
16812_4,16506_19,0
16120_10,16968_6,0
16176_27,16593_8,0
16593_8,16856_10,0
16856_10,16415_24,0
16415_24,16639_11,0
16639_11,16292_0,0
16292_0,16804_3,0
16804_3,16593_9,0
16804_2,16415_25,0
16818_38,16944_10,0
16944_10,16945_2,0
16945_2,16288_4,0
16840_16,16329_20,0
16329_20,16797_4,0
16797_4,16292_19,0
16292_19,16679_20,0
16679_20,16105_15,0
16797_5,16679_21,0
16679_21,16105_14,0
16329_21,16840_17,0
16840_17,16187_31,0
16972_3,16687_12,0
16687_12,16829_6,0
16829_6,16953_4,0
16187_30,16953_5,0
16972_2,16687_13,0
16683_5,16870_4,0
16174_29,16911_15,0
16683_4,16911_15,0
16174_28,16576_19,0
16870_5,16067_15,0
16286_10,16922_16,0
16922_16,16684_21,0
16684_21,16950_19,0
16695_3,16826_10,0
16286_11,16592_1,0
16067_14,16695_2,0
16695_2,16433_12,0
16433_12,16826_11,0
16163_12,16950_18,0
16367_41,16375_3,0
16375_3,16243_17,0
16053_7,16243_16,0
16129_4,16539_8,0
16706_7,16493_21,0
16078_18,16238_0,0
16238_0,16026_8,0
16342_2,16624_13,0
16706_6,16045_0,0
16045_0,16078_19,0
16078_19,16493_20,0
16401_5,16342_3,0
16342_3,16624_12,0
16374_12,16408_27,0
16389_12,16894_8,0
16894_8,16807_35,0
16929_12,16105_8,0
16522_4,16105_8,0
16105_8,16458_6,0
16458_6,16503_3,0
16378_8,16746_12,0
16389_13,16105_9,0
16105_9,16503_2,0
16503_2,16479_0,0
16479_0,16929_13,0
16929_13,16522_5,0
16522_5,16201_29,0
16390_31,16534_2,0
16534_2,16515_5,0
16151_0,16749_3,0
16749_3,16515_4,0
16201_28,16534_3,0
16534_3,16390_30,0
16608_2,16049_15,0
16049_15,16010_1,0
16808_10,16454_4,0
16454_4,16582_12,0
16608_3,16753_6,0
16049_14,16010_0,0
16454_5,16997_10,0
16997_10,16711_8,0
16711_8,16582_13,0
16582_13,16475_2,0
16808_11,16463_5,0
16463_5,16706_22,0
16538_0,16442_2,0
16442_2,16797_54,0
16797_54,16301_4,0
16301_4,16591_40,0
16591_40,16997_7,0
16764_6,16797_55,0
16797_55,16301_5,0
16301_5,16442_3,0
16442_3,16997_6,0
16591_41,16706_23,0
16706_23,16320_2,0
16320_2,16463_4,0
16538_1,16969_22,0
16969_22,16197_18,0
16379_1,16787_35,0
16787_35,16203_3,0
16448_17,16890_24,0
16890_24,16666_1,0
16167_8,16787_34,0
16787_34,16379_0,0
16448_16,16666_0,0
16049_3,16601_17,0
16049_2,16601_16,0
16601_16,16068_5,0
16556_2,16883_7,0
16943_6,16818_3,0
16818_3,16496_3,0
16901_8,16976_10,0
16976_10,16367_36,0
16367_36,16943_7,0
16787_6,16678_22,0
16678_22,16974_7,0
16974_7,16176_18,0
16176_18,16550_11,0
16550_11,16955_0,0
16955_0,16298_6,0
16678_23,16298_7,0
16955_1,16402_21,0
16402_21,16974_6,0
16974_6,16550_10,0
16550_10,16176_19,0
16176_19,16418_30,0
16815_9,16827_12,0
16184_9,16332_32,0
16332_32,16582_2,0
16582_2,16923_14,0
16923_14,16648_13,0
16648_13,16134_26,0
16685_23,16685_0,0
16685_0,16815_8,0
16815_8,16827_13,0
16827_13,16418_31,0
16418_31,16332_33,0
16332_33,16184_8,0
16685_22,16582_3,0
16582_3,16923_15,0
16923_15,16648_12,0
16648_12,16876_1,0
16814_10,16841_1,0
16841_1,16594_4,0
16594_4,16505_15,0
16822_8,16729_20,0
16729_20,16962_18,0
16841_0,16594_5,0
16814_11,16401_12,0
16822_9,16505_14,0
16922_28,16091_0,0
16091_0,16365_39,0
16790_9,16900_1,0
16900_1,16365_38,0
16937_1,16867_23,0
16867_23,16380_5,0
16380_5,16598_6,0
16598_6,16916_6,0
16395_12,16797_23,0
16797_23,16424_17,0
16174_17,16087_6,0
16087_6,16380_4,0
16380_4,16867_22,0
16867_22,16916_7,0
16916_7,16937_0,0
16937_0,16963_24,0
16963_24,16174_16,0
16174_16,16797_22,0
16797_22,16424_16,0
16424_16,16395_13,0
16835_6,16953_14,0
16787_42,16953_15,0
16684_8,16814_0,0
16814_0,16787_43,0
16073_22,16864_10,0
16294_4,16802_7,0
16802_7,16193_6,0
16802_6,16073_23,0
16073_23,16864_11,0
16864_11,16201_17,0
16201_17,16431_9,0
16810_31,16755_3,0
16755_3,16016_5,0
16330_1,16528_2,0
16528_2,16452_0,0
16016_4,16755_2,0
16755_2,16431_8,0
16431_8,16201_16,0
16201_16,16810_30,0
16528_3,16326_7,0
16326_7,16465_1,0
16465_1,16360_24,0
16360_24,16809_12,0
16307_0,16444_6,0
16444_6,16436_30,0
16436_30,16991_3,0
16991_3,16583_10,0
16583_10,16639_7,0
16743_5,16444_7,0
16444_7,16436_31,0
16991_2,16465_0,0
16809_13,16360_25,0
16360_25,16743_4,0
16205_7,16078_26,0
16660_5,16408_18,0
16202_24,16205_6,0
16335_20,16512_9,0
16512_9,16243_29,0
16243_29,16958_10,0
16213_1,16550_7,0
16550_7,16885_2,0
16885_2,16348_4,0
16243_28,16512_8,0
16512_8,16550_6,0
16550_6,16213_0,0
16213_0,16348_5,0
16348_5,16885_3,0
16958_11,16373_7,0
16209_5,16352_0,0
16352_0,16411_6,0
16411_6,16601_29,0
16055_3,16694_37,0
16492_23,16090_12,0
16209_4,16411_7,0
16601_28,16352_1,0
16352_1,16373_6,0
16373_6,16375_10,0
16716_4,16055_2,0
16055_2,16090_13,0
16492_22,16074_5,0
16139_7,16700_3,0
16700_3,16921_52,0
16407_0,16889_0,0
16043_4,16700_2,0
16700_2,16921_53,0
16139_6,16407_1,0
16407_1,16889_1,0
16530_38,16426_6,0
16426_6,16623_3,0
16623_3,16884_13,0
16058_9,16505_7,0
16623_2,16884_12,0
16058_8,16197_26,0
16513_1,16176_3,0
16176_3,16388_10,0
16513_0,16469_2,0
16469_2,16271_1,0
16176_2,16388_11,0
16388_11,16428_9,0
16991_22,16531_2,0
16531_2,16637_15,0
16637_15,16655_8,0
16175_6,16636_0,0
16636_0,16428_8,0
16428_8,16253_2,0
16329_0,16637_14,0
16531_3,16991_23,0
16991_23,16662_9,0
16662_9,16652_20,0
16988_2,16506_2,0
16506_2,16652_21,0
16662_8,16527_5,0
16527_5,16601_1,0
16620_6,16163_0,0
16722_0,16662_11,0
16244_18,16061_6,0
16061_6,16679_5,0
16679_5,16703_7,0
16703_7,16332_11,0
16827_30,16404_5,0
16829_29,16418_12,0
16703_6,16332_10,0
16332_10,16658_3,0
16722_1,16244_19,0
16244_19,16662_10,0
16662_10,16679_4,0
16679_4,16401_30,0
16077_0,16401_30,0
16401_30,16734_6,0
16192_19,16205_15,0
16205_15,16357_24,0
16433_5,16056_6,0
16734_7,16077_1,0
16077_1,16205_14,0
16205_14,16192_18,0
16192_18,16549_6,0
16549_6,16505_37,0
16776_9,16433_4,0
16288_14,16572_4,0
16288_15,16637_8,0
16802_34,16136_0,0
16136_0,16738_4,0
16738_4,16097_23,0
16097_23,16663_1,0
16663_1,16120_7,0
16120_7,16719_3,0
16890_0,16719_2,0
16738_5,16120_6,0
16120_6,16097_22,0
16097_22,16663_0,0
16234_18,16022_0,0
16022_0,16761_6,0
16761_6,16342_11,0
16366_29,16325_3,0
16325_3,16466_5,0
16466_5,16921_38,0
16447_2,16992_7,0
16689_16,16138_13,0
16138_13,16041_9,0
16041_9,16366_28,0
16366_28,16740_0,0
16740_0,16764_19,0
16764_19,16342_10,0
16342_10,16003_6,0
16447_3,16138_12,0
16138_12,16041_8,0
16041_8,16992_6,0
16992_6,16689_17,0
16689_17,16466_4,0
16466_4,16921_39,0
16921_39,16325_2,0
16325_2,16723_9,0
16470_3,16333_5,0
16268_0,16492_49,0
16677_24,16509_20,0
16509_20,16777_0,0
16777_0,16883_22,0
16714_8,16333_4,0
16818_24,16492_48,0
16492_48,16268_1,0
16268_1,16725_14,0
16883_23,16015_0,0
16677_25,16777_1,0
16820_5,16810_13,0
16425_40,16955_19,0
16666_30,16281_6,0
16281_6,16927_16,0
16927_16,16817_5,0
16807_29,16955_18,0
16772_57,16502_24,0
16502_24,16941_10,0
16941_10,16915_2,0
16813_20,16915_3,0
16915_3,16941_11,0
16858_0,16395_6,0
16395_6,16682_13,0
16682_13,16922_2,0
16053_18,16694_14,0
16597_0,16919_0,0
16919_0,16789_8,0
16790_13,16088_1,0
16088_1,16694_15,0
16842_4,16597_1,0
16597_1,16919_1,0
16919_1,16789_9,0
16789_9,16053_19,0
16399_5,16854_3,0
16854_3,16764_51,0
16764_51,16116_13,0
16877_28,16854_2,0
16854_2,16399_4,0
16686_4,16877_29,0
16877_29,16089_13,0
16089_13,16268_16,0
16764_50,16116_12,0
16977_3,16884_30,0
16524_13,16956_4,0
16956_4,16797_49,0
16956_5,16797_48,0
16797_48,16476_23,0
16074_12,16977_2,0
16977_2,16884_31,0
16339_15,16047_11,0
16517_11,16365_53,0
16365_53,16999_15,0
16999_15,16961_5,0
16961_5,16806_14,0
16517_10,16365_52,0
16961_4,16999_14,0
16008_9,16216_1,0
16216_1,16373_22,0
16517_9,16999_9,0
16999_9,16709_1,0
16709_1,16652_4,0
16652_4,16008_8,0
16517_8,16999_8,0
16999_8,16709_0,0
16709_0,16652_5,0
16652_5,16673_2,0
16673_2,16325_14,0
16325_14,16829_16,0
16665_5,16875_50,0
16875_50,16221_0,0
16244_26,16289_16,0
16289_16,16562_6,0
16562_6,16439_3,0
16875_51,16829_17,0
16244_27,16439_2,0
16361_9,16767_2,0
16746_5,16772_20,0
16772_20,16460_1,0
16460_1,16323_7,0
16323_7,16278_2,0
16278_2,16441_6,0
16361_8,16767_3,0
16460_0,16278_3,0
16032_2,16771_4,0
16771_4,16211_22,0
16211_22,16148_0,0
16148_0,16750_3,0
16335_0,16148_1,0
16148_1,16750_2,0
16750_2,16169_6,0
16169_6,16434_8,0
16434_8,16771_5,0
16032_3,16173_3,0
16173_3,16630_5,0
16028_6,16152_4,0
16152_4,16592_19,0
16152_5,16009_0,0
16630_4,16173_2,0
16173_2,16028_7,0
16028_7,16708_8,0
16339_3,16234_26,0
16262_6,16764_26,0
16764_26,16018_13,0
16366_17,16626_3,0
16626_3,16220_8,0
16607_4,16144_2,0
16366_16,16764_27,0
16018_12,16500_6,0
16500_6,16339_2,0
16339_2,16262_7,0
16144_3,16607_5,0
16607_5,16262_10,0
16262_10,16626_2,0
16220_9,16578_2,0
16578_2,16360_1,0
16423_7,16559_5,0
16559_5,16402_0,0
16724_4,16204_17,0
16204_17,16046_5,0
16046_5,16559_4,0
16423_6,16726_19,0
16726_19,16360_0,0
16046_4,16028_23,0
16028_23,16724_5,0
16724_5,16067_3,0
16204_16,16334_9,0
16080_27,16713_5,0
16713_5,16333_13,0
16376_7,16850_54,0
16850_54,16433_30,0
16357_0,16826_33,0
16713_4,16333_12,0
16365_25,16767_14,0
16827_8,16531_18,0
16088_10,16447_11,0
16956_14,16088_11,0
16088_11,16447_10,0
16447_10,16827_9,0
16844_0,16389_6,0
16389_6,16956_15,0
16873_0,16928_5,0
16587_2,16965_16,0
16393_21,16680_1,0
16587_3,16873_1,0
16393_20,16680_0,0
16010_24,16807_16,0
16807_16,16950_0,0
16950_1,16010_25,0
16904_8,16075_11,0
16075_10,16826_0,0
16826_0,16291_4,0
16291_4,16807_7,0
16807_7,16219_15,0
16822_12,16196_7,0
16582_31,16533_16,0
16533_16,16291_5,0
16582_30,16196_6,0
16808_32,16872_8,0
16872_8,16798_2,0
16869_4,16683_10,0
16932_1,16132_15,0
16183_32,16805_18,0
16132_14,16683_11,0
16555_11,16940_12,0
16812_23,16423_18,0
16423_18,16393_3,0
16393_3,16407_20,0
16407_20,16795_8,0
16795_8,16905_0,0
16905_0,16451_17,0
16844_14,16818_52,0
16818_52,16393_2,0
16393_2,16407_21,0
16407_21,16812_22,0
16812_22,16423_19,0
16423_19,16795_9,0
16795_9,16905_1,0
16905_1,16940_13,0
16555_10,16924_6,0
16924_6,16818_53,0
16476_28,16085_0,0
16085_0,16797_43,0
16797_43,16378_12,0
16378_12,16867_43,0
16382_3,16476_29,0
16476_29,16797_42,0
16797_42,16085_1,0
16085_1,16524_18,0
16524_18,16977_8,0
16977_8,16382_2,0
16382_2,16378_13,0
16378_13,16867_42,0
16940_8,16093_6,0
16093_6,16902_7,0
16902_7,16923_0,0
16923_0,16850_28,0
16850_28,16093_7,0
16407_14,16800_1,0
16800_1,16690_9,0
16529_33,16053_12,0
16053_12,16451_23,0
16451_23,16889_10,0
16889_10,16789_2,0
16800_0,16407_15,0
16407_15,16690_8,0
16690_8,16789_3,0
16529_32,16451_22,0
16451_22,16889_11,0
16889_11,16053_13,0
16053_13,16787_22,0
16683_24,16089_18,0
16089_18,16877_22,0
16877_22,16498_7,0
16787_23,16230_32,0
16877_23,16089_19,0
16089_19,16498_6,0
16683_25,16132_20,0
16915_8,16785_0,0
16785_0,16393_15,0
16393_15,16976_0,0
16367_56,16922_9,0
16820_29,16804_11,0
16804_11,16956_20,0
16956_20,16494_5,0
16494_5,16793_7,0
16793_7,16447_24,0
16367_57,16956_21,0
16941_1,16494_4,0
16494_4,16804_10,0
16196_32,16801_9,0
16801_8,16089_3,0
16792_16,16390_27,0
16390_27,16843_6,0
16010_10,16436_19,0
16338_23,16687_7,0
16687_7,16855_0,0
16855_0,16807_23,0
16436_18,16998_22,0
16010_11,16998_22,0
16687_6,16444_17,0
16444_17,16338_22,0
16338_22,16187_26,0
16481_11,16894_12,0
16894_12,16330_14,0
16330_14,16723_2,0
16723_2,16678_7,0
16285_34,16325_9,0
16041_3,16702_5,0
16187_27,16234_13,0
16234_13,16424_0,0
16702_4,16041_2,0
16041_2,16447_9,0
16481_10,16325_8,0
16325_8,16678_6,0
16678_6,16921_33,0
16921_33,16285_35,0
